"var1";"var2";"N";"E";"PRR";"QUANT_05";"ebgm";"QUANT_95"
"METHOTREXATE TRADE NAME UNKNOWN";"PSORIASIS";53;7,896574;6,79;4,21;6,17;8,16
"AMPYRA";"HYPOAESTHESIA";110;19,57627;5,77;4,2;5,17;6,33
"ARIPIPRAZOLE";"TONGUE BITING";5;0,0420223;131,54;4,2;56,04;135,83
"HUMIRA";"SMALL INTESTINAL OBSTRUCTION";61;9,474141;8,02;4,2;5,91;7,7
"STIVARGA";"HYPERTENSION";24;2,589138;9,31;4,2;8,43;12,38
"UPTRAVI";"FLUSHING";30;3,623639;8,39;4,2;7,58;10,75
"XELJANZ";"HYPOACUSIS";68;10,87477;6,49;4,2;5,73;7,39
"GABAPENTIN";"DRUG HYPERSENSITIVITY";98;17,05749;5,82;4,19;5,27;6,54
"ACTEMRA";"OSTEOPOROSIS";31;3,80940070862669;8,35;4,17;7,44;10,52
"ELIQUIS";"CARDIAC DISORDER";83;13,99891;6,16;4,17;5,41;6,86
"DOTAREM";"PRODUCT USE IN UNAPPROVED INDICATION";21;2,098098;10,03;4,16;9,02;13,59
"HUMIRA";"HERNIA";108;19,29788;6,71;4,16;5,12;6,29
"VELETRI";"FATIGUE";100;17,6087;5,7;4,16;5,18;6,43
"AFINITOR";"DECREASED APPETITE";64;10,1424422204216;6,37;4,15;5,76;7,5
"NEXAVAR";"OFF LABEL USE";70;11,35645;6,18;4,15;5,62;7,25
"BASAGLAR";"INJECTION SITE PAIN";54;8,155503;6,67;4,14;6,05;8,02
"NIRAPARIB";"BACK PAIN";38;5,101174;7,49;4,13;6,81;9,39
"POMALYST";"PNEUMONIA";263;54,238;4,94;4,13;4,6;5,13
"RITUXAN";"DISABILITY";15;1,164946;13,34;4,13;11,27;18,27
"ACTEMRA";"HYPERSENSITIVITY";107;19,2149602347896;5,66;4,12;5,07;6,25
"HUMIRA";"LARGE INTESTINE POLYP";43;6,048068;9,13;4,12;6,49;8,83
"NUCALA";"PRODUCT DOSE OMISSION";99;17,496;5,69;4,12;5,14;6,4
"SANDOSTATIN LAR DEPOT";"VOMITING";94;16,42824;5,77;4,12;5,2;6,51
"SIMPONI";"PNEUMONIA";201;40,1676;5,08;4,12;4,68;5,34
"GABAPENTIN";"TOXICITY TO VARIOUS AGENTS";77;12,87921;6,07;4,11;5,42;6,95
"METHOTREXATE TRADE NAME UNKNOWN";"LUNG DISORDER";24;2,602845;9,37;4,11;8,35;12,3
"ALEMTUZUMAB";"DYSURIA";11;0,615657999639387;18,09;4,1;14,9;26,3
"CABOMETYX";"WEIGHT DECREASED";183;36,26848;5,15;4,1;4,69;5,4
"EPIDIOLEX";"LETHARGY";21;2,103657;10,15;4,1;8,98;13,56
"ORENITRAM";"BLOOD PRESSURE DECREASED";14;1,021139;13,83;4,1;11,89;19,63
"REMICADE";"OFF LABEL USE";302;63,73807;4,79;4,09;4,52;4,99
"SANDOSTATIN LAR DEPOT";"ARTHRALGIA";94;16,52378;5,73;4,09;5,15;6,46
"ALENDRONIC ACID TABLETS";"RHEUMATOID ARTHRITIS";8;0,273549;29,3;4,08;22,24;43,74
"DUODOPA";"CONSTIPATION";76;12,73119;6,04;4,08;5,39;6,93
"DUODOPA";"DECREASED APPETITE";83;14,19942;5,92;4,08;5,28;6,72
"DUPIXENT";"SLEEP DISORDER";116;21,32443;5,74;4,08;4,95;6,03
"ENBREL";"DRUG DOSE OMISSION BY DEVICE";30;3,657661;8,86;4,08;7,45;10,63
"IBRANCE";"NEUTROPENIA";126;23,55319;5,52;4,08;4,88;5,88
"INFLECTRA";"SINUSITIS";56;8,625651;6,58;4,08;5,88;7,81
"ENBREL";"THERAPEUTIC PRODUCT EFFECT DECREASED";155;30,11474;5,38;4,07;4,74;5,55
"LEVOFLOXACIN";"DRUG INTERACTION";31;3,841595;8,13;4,07;7,33;10,42
"NEXIUM";"DRUG DEPENDENCE";54;8,235048;6,74;4,07;5,93;7,92
"OFEV";"DYSPEPSIA";26;2,953422;8,9;4,07;7,97;11,62
"PONATINIB";"BLOOD PRESSURE INCREASED";23;2,440839;9,47;4,07;8,5;12,64
"PROACTIV MD ADAPALENE ACNE TREATMENT";"SUNBURN";61;9,64447;9,2;4,07;5,71;7,54
"VELTASSA";"HOSPITALISATION";31;3,84153;8,12;4,07;7,33;10,42
"PREGABALIN";"TREMOR";39;5,324997;7,39;4,06;6,65;9,19
"METHOTREXATE TRADE NAME UNKNOWN";"PAIN";152;29,61694;5,17;4,05;4,71;5,53
"DEXAMETHASONE";"SEPTIC SHOCK";22;2,27719;9,85;4,04;8,68;13,03
"DUODOPA";"MUSCLE SPASMS";61;9,693739;6,38;4,04;5,66;7,48
"LYRICA";"MEMORY IMPAIRMENT";135;25,81023;5,39;4,04;4,77;5,69
"OPSUMIT";"DYSPEPSIA";71;11,76212;6,21;4,04;5,42;7,05
"PARACETAMOL";"HEPATOTOXICITY";16;1,317681;12,44;4,04;10,68;17,08
"METHOTREXATE TRADE NAME UNKNOWN";"INFECTION";53;8,076476;6,63;4,03;5,91;7,93
"ORILISSA";"PELVIC PAIN";7;0,1808671;39,72;4,03;27,55;57,13
"HUMIRA";"EXOSTOSIS";48;7,096866;8,55;4,02;6,09;8,27
"LYRICA";"MALAISE";471;105,1438;4,59;4,02;4,34;4,69
"SANDOSTATIN";"DYSPNOEA";33;4,222798;7,83;4,02;7,07;10,01
"XOLAIR";"VIRAL INFECTION";56;8,690692;6,71;4,02;5,79;7,74
"LYRICA";"LIMB DISCOMFORT";50;7,496984;6,95;4,01;6;8,11
"METFORMIN";"TOXICITY TO VARIOUS AGENTS";91;16,11607;5,74;4,01;5,05;6,39
"OZEMPIC";"CONSTIPATION";70;11,60851;6,1;4,01;5,39;7,04
"TECFIDERA";"FEELING HOT";46;6,712815;7,08;4,01;6,17;8,42
"VYNDAQEL";"OFF LABEL USE";83;14,38484;5,79;4,01;5,16;6,6
"XELJANZ";"THERAPEUTIC PRODUCT EFFECT INCOMPLETE";141;27,3276;5,32;4,01;4,7;5,57
"ACTEMRA";"PHARYNGITIS";18;1,62953726372774;11,46;4;9,8;15,3
"GILENYA";"MEMORY IMPAIRMENT";144;28,09106;5,3;4;4,68;5,52
"MEPOLIZUMAB";"COUGH";71;11,83636;6,04;4;5,35;6,99
"NUPLAZID";"ADVERSE DRUG REACTION";23;2,451433;9,48;4;8,43;12,58
"LENVIMA";"DIARRHOEA";123;23,3757;5,29;3,99;4,75;5,74
"RITUXIMAB UNKNOWN";"PRODUCT USE ISSUE";29;3,507906;8,32;3,98;7,45;10,75
"HUMALOG";"INCORRECT PRODUCT ADMINISTRATION DURATION";20;1,953881;10,45;3,97;9,13;13,98
"KISQALI";"MALIGNANT NEOPLASM PROGRESSION";30;3,690815;8,2;3,97;7,33;10,53
"LASIX";"DEHYDRATION";13;0,8839412;14,77;3,97;12,59;21,24
"ORENCIA";"LOSS OF PERSONAL INDEPENDENCE IN DAILY ACTIVITIES";61;9,804387;6,38;3,97;5,53;7,37
"REPATHA";"MYALGIA";111;20,74838;5,49;3,97;4,8;5,88
"SANDOSTATIN LAR DEPOT";"PYREXIA";79;13,63526;5,84;3,97;5,14;6,64
"XOLAIR";"WEIGHT INCREASED";184;37,71834;5,02;3,97;4,51;5,16
"SANDOSTATIN LAR DEPOT";"NASAL CONGESTION";25;2,80253;9,03;3,96;8,02;11,83
"ELIQUIS";"INTENTIONAL PRODUCT USE ISSUE";161;32,43144;5,12;3,95;4,55;5,28
"HAEMATE P";"DEVICE ISSUE";7;0,180967;38,74;3,95;27,52;57,1
"HYDROMORPHONE HYDROCHLORIDE";"DRUG DEPENDENCE";8;0,2739009;29,34;3,95;22,19;43,69
"JAKAVI";"BONE MARROW FAILURE";13;0,8847363;14,91;3,94;12,57;21,23
"NIVOLUMAB";"HYPONATRAEMIA";39;5,398141;7,42;3,94;6,47;9,04
"REPATHA";"INJECTION SITE PAIN";168;34,1798;5,03;3,94;4,52;5,21
"RISPERDAL";"OFF LABEL USE";217;45,85166;4,77;3,94;4,42;4,98
"XARELTO";"GASTROINTESTINAL ULCER HAEMORRHAGE";8;0,2739531;39,01;3,94;22,19;43,68
"XYREM";"DEPRESSION";82;14,36553;5,79;3,94;5,05;6,49
"COPAXONE";"INJECTION SITE PAIN";68;11,37581;6,03;3,92;5,26;6,96
"LETROZOLE";"ANAEMIA";37;5,019006;7,42;3,92;6,6;9,29
"PANTOPRAZOLE";"ACUTE CORONARY SYNDROME";7;0,1810257;40,64;3,92;27,51;57,08
"REPATHA";"INJURY ASSOCIATED WITH DEVICE";24;2,637506;9,54;3,92;8,15;12,13
"SANDOSTATIN";"PAIN";35;4,639202;7,56;3,92;6,76;9,57
"SAXENDA";"WEIGHT INCREASED";30;3,709268;8,13;3,92;7,26;10,47
"ABATACEPT";"COUGH";120;23,0939701559978;5,26;3,91;4,66;5,62
"BOTOX COSMETIC";"INJECTION SITE PAIN";148;29,68969;5,09;3,91;4,53;5,3
"CIPROFLOXACIN";"ARTHRALGIA";93;16,92955;5,53;3,91;4,85;6,12
"DALFAMPRIDINE";"FLUSHING";15;1,174287;12,86;3,91;11,11;18,12
"HUMIRA";"MUSCULOSKELETAL DISORDER";99;18,28404;6,45;3,91;4,8;5,99
"LERGIGAN PROMETHAZINE HYDROCHLORIDE";"DYSARTHRIA";11;0,6179998;18,05;3,91;14,8;26,2
"OPSUMIT";"DIZZINESS";271;59,3066;4,66;3,91;4,33;4,79
"XEOMIN";"INJECTION SITE PAIN";17;1,479248;11,52;3,91;10,11;16,04
"ADVAIR DISKUS";"DYSPNOEA";71;12,0563946933376;5,91;3,9;5,17;6,81
"ORENCIA";"CREACTIVE PROTEIN INCREASED";41;5,818403;7,25;3,89;6,27;8,76
"PIQRAY";"DIARRHOEA";109;20,64064;5,31;3,89;4,7;5,76
"RITUXAN";"THERAPEUTIC PRODUCT EFFECT DECREASED";55;8,653883;6,46;3,89;5,6;7,6
"COSENTYX";"SKIN HAEMORRHAGE";43;6,224343;7,68;3,88;6,12;8,53
"OFEV";"VOMITING";80;14,11977;5,7;3,88;4,96;6,42
"TYMLOS";"HEADACHE";160;32,7417;4,93;3,88;4,47;5,16
"AMLODIPINE";"HYPERTENSION";76;13,23456;5,82;3,87;5,02;6,55
"SALBUTAMOL SULFATE";"COUGH";15;1,176168;12,77;3,87;11,08;18,09
"ENBREL";"INJECTION SITE ERYTHEMA";97;18,0343;5,63;3,86;4,73;5,92
"REPATHA";"INJECTION SITE BRUISING";53;8,286872;6,6;3,86;5,61;7,67
"VENCLEXTA";"WHITE BLOOD CELL COUNT DECREASED";51;7,869856;6,58;3,86;5,69;7,82
"DUODOPA";"THERAPEUTIC PRODUCT EFFECT INCOMPLETE";59;9,570566;6,24;3,85;5,38;7,28
"PACLITAXEL";"HYPERSENSITIVITY";39;5,454946;7,19;3,85;6,33;8,93
"PROACTIV MD ADAPALENE ACNE TREATMENT";"SKIN DISCOLOURATION";356;81,31286;5,46;3,85;4,2;4,59
"SANDOSTATIN LAR DEPOT";"ABDOMINAL DISCOMFORT";46;6,856643;6,77;3,85;5,9;8,2
"SANDOSTATIN LAR DEPOT";"PERIPHERAL SWELLING";52;8,098673;6,48;3,85;5,62;7,71
"VELETRI";"PAIN";79;13,98484;5,67;3,85;4,92;6,39
"ZENHALE";"DYSPNOEA";13;0,8873996;14,66;3,85;12,51;21,16
"GILENYA";"HEPATIC ENZYME INCREASED";75;13,09566;5,95;3,84;4,98;6,52
"UPTRAVI";"SYNCOPE";33;4,300938;7,77;3,84;6,82;9,79
"DUPIXENT";"PRODUCT DOSE OMISSION";672;160,8425;4,34;3,83;4,09;4,36
"ESBRIET";"PNEUMONIA";106;20,24823;5,28;3,83;4,62;5,68
"MYORISAN";"DRY SKIN";97;18,18533;5,39;3,83;4,68;5,84
"PRISTIQ EXTENDEDRELEASE";"FEELING ABNORMAL";26;3,010199;8,67;3,83;7,69;11,38
"TYMLOS";"BACK PAIN";68;11,57005;5,94;3,83;5,09;6,78
"TYSABRI";"DECREASED IMMUNE RESPONSIVENESS";18;1,644396;11,44;3,83;9,64;15,15
"VEDOLIZUMAB";"BLOOD PRESSURE INCREASED";68;11,57549;5,95;3,83;5,09;6,78
"VELETRI";"INFLUENZA";39;5,467418;7,17;3,83;6,3;8,91
"XOLAIR";"PRURITUS";311;70,49361;4,53;3,83;4,21;4,62
"ARAVA";"DRUG HYPERSENSITIVITY";19;1,807758;10,54;3,82;9,27;14,44
"BASAGLAR";"INCORRECT DOSE ADMINISTERED";49;7,505877;6,58;3,82;5,7;7,9
"DUPILUMAB";"PRODUCT USE ISSUE";28;3,374453;8,34;3,82;7,38;10,83
"DUPIXENT";"INJECTION SITE ERYTHEMA";107;20,55995;5,47;3,82;4,59;5,62
"ENBREL";"JOINT SWELLING";167;35,05258;4,96;3,82;4,36;5,01
"HUMIRA";"CARTILAGE INJURY";24;2,656955;12,74;3,82;8,03;12,03
"IBRANCE";"FATIGUE";592;141,1236;4,3;3,82;4,09;4,38
"REVLIMID";"FULL BLOOD COUNT INCREASED";10;0,4952936;28,53;3,82;16,43;29,98
"RUBRACA";"WHITE BLOOD CELL COUNT DECREASED";14;1,031267;13,64;3,82;11,69;19,43
"STELARA";"PSORIATIC ARTHROPATHY";72;12,48046;6,05;3,82;4,99;6,6
"XYREM";"MIGRAINE";50;7,719565;6,59;3,82;5,64;7,81
"AMLODIPINE BESILATE";"DRUG HYPERSENSITIVITY";34;4,506483;7,58;3,81;6,67;9,59
"BEDAQUILINE";"ANAEMIA";12;0,7508749;16,02;3,81;13,47;23,3
"METFORMIN";"BLOOD PRESSURE SYSTOLIC INCREASED";28;3,379061;8,51;3,81;7,36;10,81
"TRIKAFTA";"INFLUENZA";123;24,44567;5,12;3,81;4,49;5,35
"DOTAREM";"VOMITING";23;2,487768;9,26;3,8;8,2;12,38
"ENBREL";"INSURANCE ISSUE";27;3,200453;9,13;3,8;7,49;11,05
"IBRANCE";"HYPOACUSIS";66;11,19718;6,11;3,8;5,08;6,81
"PROACTIV MD ADAPALENE ACNE TREATMENT";"RASH ERYTHEMATOUS";275;61,96849;5,56;3,8;4,21;4,65
"UPTRAVI";"CONDITION AGGRAVATED";86;15,73777;5,51;3,8;4,74;6,06
"XOLAIR";"INTENTIONAL PRODUCT USE ISSUE";150;31,0078;4,98;3,8;4,39;5,09
"EUTHYROX";"WEIGHT INCREASED";20;1,977531;10,15;3,79;8,93;13,8
"GAMMAGARD LIQUID";"EAR INFECTION";17;1,488555;11,63;3,79;10;15,93
"GILENYA";"VISION BLURRED";116;22,89795;5,23;3,79;4,49;5,4
"OTEZLA";"ABDOMINAL DISCOMFORT";260;58,44517;4,67;3,79;4,2;4,66
"SANDOSTATIN LAR DEPOT";"HYPOAESTHESIA";39;5,499964;7,16;3,79;6,22;8,84
"VALSARTAN";"POLYNEUROPATHY";9;0,3799994;24,22;3,79;18,72;35,39
"VELETRI";"SWELLING";21;2,144493;9,87;3,79;8,66;13,28
"XELJANZ";"CONDITION AGGRAVATED";273;61,61898;4,54;3,79;4,2;4,64
"ABREVA";"INAPPROPRIATE SCHEDULE OF PRODUCT ADMINISTRATION";29;3,57499777332201;8,14;3,78;7,18;10,52
"JAKAVI";"PYREXIA";56;9,040569;6,23;3,78;5,34;7,33
"AMOXICILLINE";"PRURITUS";18;1,649584;10,93;3,77;9,58;15,1
"CLOZARIL";"GENERAL PHYSICAL CONDITION ABNORMAL";8;0,2745396;30,69;3,77;22,11;43,59
"OCREVUS";"MUSCULAR WEAKNESS";49;7,563643;6,59;3,77;5,6;7,82
"ABATACEPT";"FALL";116;23,0859084954826;5,08;3,76;4,45;5,33
"ACTEMRA";"PAIN IN EXTREMITY";134;27,4698529523578;4,95;3,76;4,38;5,13
"DUODOPA";"SLEEP DISORDER";34;4,535241;7,62;3,76;6,58;9,51
"ELIQUIS";"HAEMORRHAGE";92;17,28194;5,51;3,76;4,62;5,81
"OCREVUS";"UPPER RESPIRATORY TRACT INFECTION";36;4,923643;7,45;3,76;6,41;9,2
"PROACTIV MD ADAPALENE ACNE TREATMENT";"HYPERSENSITIVITY";1188;298,0363;4,83;3,76;3,94;4,13
"STIVARGA";"DECREASED APPETITE";26;3,030211;8,61;3,76;7,59;11,3
"UPTRAVI";"PNEUMONIA";101;19,42608;5,24;3,76;4,55;5,6
"VEDOLIZUMAB";"NEPHROLITHIASIS";28;3,397037;8,41;3,76;7,28;10,74
"XOLAIR";"THROAT IRRITATION";45;6,73987;6,97;3,76;5,79;8,15
"LENVIMA";"WEIGHT DECREASED";62;10,41581;5,99;3,75;5,09;6,91
"ACTEMRA";"CONDITION AGGRAVATED";149;31,3042684874013;4,82;3,74;4,31;4,99
"GILENYA";"VISUAL IMPAIRMENT";126;25,62297;5,07;3,74;4,39;5,18
"ALEMTUZUMAB";"HAEMOGLOBIN DECREASED";19;1,8189895443891;10,52;3,73;9,17;14,34
"HUMIRA";"FOOT DEFORMITY";75;13,42461;6,7;3,73;4,77;6,27
"METHOTREXATE TRADE NAME UNKNOWN";"DRUG INEFFECTIVE";344;80,80687;4,28;3,73;4,08;4,46
"SYMBICORT";"COUGH";56;9,147975;6,16;3,72;5,21;7,2
"ACTEMRA";"FIBROMYALGIA";22;2,32995240340019;9,74;3,71;8,31;12,71
"DIFFERIN GEL";"INTENTIONAL PRODUCT MISUSE";16;1,338692;12,03;3,71;10,37;16,8
"LETROZOLE";"DISEASE PROGRESSION";20;1,987518;10,16;3,71;8,84;13,72
"METHOTREXATE";"TRANSAMINASES INCREASED";19;1,821071;10,82;3,71;9,14;14,32
"SANDOSTATIN LAR DEPOT";"OEDEMA PERIPHERAL";29;3,601887;8,14;3,71;7,06;10,43
"XOLAIR";"INJECTION SITE PAIN";199;44,19418;4,62;3,71;4,18;4,71
"GILENYA";"DEPRESSION";169;36,67098;4,74;3,7;4,22;4,82
"KYMRIAH";"MULTIPLE ORGAN DYSFUNCTION SYNDROME";13;0,8924851;14,76;3,7;12,38;21,03
"METHOTREXATE SODIUM";"JOINT SWELLING";77;13,97756;5,61;3,7;4,69;6,12
"NEXAVAR";"DIARRHOEA";54;8,752213;6,19;3,7;5,23;7,29
"TRIKAFTA";"RASH PRURITIC";35;4,763874;7,54;3,7;6,39;9,27
"VELTASSA";"PRODUCT DOSE OMISSION";74;13,27283;5,6;3,7;4,74;6,24
"ACTEMRA";"BLOOD PRESSURE INCREASED";82;15,2090144614589;5,48;3,69;4,6;5,91
"ALLI";"TREATMENT NONCOMPLIANCE";8;0,274948;29,31;3,69;22,05;43,52
"ELIGARD";"DEATH";160;34,53739;4,67;3,69;4,23;4,84
"HUMIRA";"PROCEDURAL PAIN";89;16,92061;6,22;3,69;4,52;5,69
"OCREVUS";"CELLULITIS";33;4,380201;7,68;3,69;6,55;9,58
"VELETRI";"SYNCOPE";21;2,163471;9,78;3,68;8,51;13,14
"ACTEMRA";"ILLDEFINED DISORDER";36;4,98867109685072;7,38;3,67;6,22;9,06
"CAPECITABINE TAB 500MG";"THERAPY CESSATION";33;4,39034;7,58;3,67;6,52;9,56
"COPAXONE";"FLUSHING";30;3,807669;7,98;3,67;6,87;10,15
"ELIQUIS";"CEREBROVASCULAR ACCIDENT";108;21,67721;5,14;3,67;4,36;5,25
"METHOTREXATE SODIUM";"MUSCULOSKELETAL STIFFNESS";63;10,84173;5,93;3,67;4,88;6,65
"OPSUMIT";"CONDITION AGGRAVATED";211;47,74615;4,5;3,67;4,12;4,63
"OPSUMIT";"EPISTAXIS";71;12,6887;5,74;3,67;4,72;6,27
"OTEZLA";"DIARRHOEA";896;227,8493;4,1;3,67;3,87;4,09
"PRILOSEC";"DRUG DEPENDENCE";13;0,893782;14,65;3,67;12,35;21
"TYMLOS";"DIZZINESS";110;22,19565;5;3,67;4,35;5,21
"INFLECTRA";"BRONCHITIS";47;7,285864;6,54;3,66;5,46;7,77
"INVEGA SUSTENNA";"PRODUCT DOSE OMISSION";64;11,10091;5,79;3,66;4,83;6,57
"KYMRIAH";"GASTROINTESTINAL INFECTION";8;0,275061;29,9;3,66;22,04;43,51
"LYRICA";"GAIT DISTURBANCE";166;36,37611;4,68;3,66;4,18;4,76
"NIRAPARIB";"MEMORY IMPAIRMENT";27;3,244893;8,38;3,66;7,27;10,88
"NIVOLUMAB";"LIPASE INCREASED";12;0,7551588;16,94;3,66;13,34;23,16
"SOFOSBUVIRVELPATASVIR";"PRODUCT DOSE OMISSION";38;5,399627;7,05;3,66;6,04;8,76
"AUBAGIO";"PRODUCT DOSE OMISSION";145;31,13081;4,7;3,65;4,21;4,86
"CABOMETYX";"CONSTIPATION";121;25,05822;4,92;3,65;4,28;5,05
"ENTRESTO";"WRONG TECHNIQUE IN PRODUCT USAGE PROCESS";194;43,64949;4,56;3,65;4,12;4,64
"OTEZLA";"THERAPY NONRESPONDER";86;16,35542;5,59;3,65;4,49;5,67
"TECFIDERA";"ABDOMINAL PAIN UPPER";126;26,33904;4,88;3,65;4,26;5
"DEXAMETHASONE";"FEBRILE NEUTROPENIA";27;3,254065;8,43;3,64;7,23;10,84
"GEMCITABINE HYDROCHLORIDE";"NEOPLASM PROGRESSION";10;0,4976593;20,26;3,64;16,29;29,83
"LYRICA";"EXPIRED PRODUCT ADMINISTERED";43;6,45971;6,94;3,64;5,63;8,12
"SANDOSTATIN LAR DEPOT";"GENERAL PHYSICAL HEALTH DETERIORATION";30;3,820039;7,94;3,64;6,82;10,11
"TEMODAR";"OFF LABEL USE";32;4,21135;7,61;3,64;6,57;9,69
"DEXTROAMPHET SACCHARAT AMPHET ASPARTATE DEXTROAMPHET SULFATE AND AMPHET SULFAT";"SOMNOLENCE";27;3,258727;8,33;3,63;7,2;10,83
"NIRAPARIB";"DIZZINESS";58;9,785943;5,95;3,63;4,94;6,86
"OFEV";"GASTROINTESTINAL DISORDER";23;2,525053;9,21;3,63;7,95;12,17
"XALKORI";"DEATH";53;8,652997;6,14;3,63;5,11;7,2
"ZEJULA";"BLOOD PRESSURE INCREASED";21;2,172716;9,71;3,63;8,44;13,08
"AMPHOTERICIN B LIPOSOME";"DRUG INEFFECTIVE";47;7,33774;6,41;3,62;5,37;7,69
"GABAPENTIN";"SOMNOLENCE";70;12,66111;5,6;3,61;4,61;6,13
"HIZENTRA";"INJECTION SITE PRURITUS";16;1,34633;12,05;3,61;10,26;16,7
"LUMIFY";"INAPPROPRIATE SCHEDULE OF PRODUCT ADMINISTRATION";31;4,030635;7,72;3,61;6,63;9,85
"MENS ROGAINE EXTRA STRENGTH";"INAPPROPRIATE SCHEDULE OF PRODUCT ADMINISTRATION";34;4,626468;7,38;3,61;6,29;9,28
"METFORMIN";"SUICIDE ATTEMPT";28;3,45447;8,32;3,61;7,02;10,53
"SANDOSTATIN LAR DEPOT";"CHEST PAIN";41;6,06047;6,83;3,61;5,72;8,3
"SANDOSTATIN LAR DEPOT";"CONSTIPATION";51;8,229246;6,25;3,61;5,16;7,33
"SOFOSBUVIRVELPATASVIR 400100MG";"FATIGUE";24;2,709031;8,87;3,61;7,72;11,77
"STELARA";"CELLULITIS";76;14,09547;5,63;3,61;4,53;5,89
"ACETAMINOPHEN PARACETAMOL";"TOXICITY TO VARIOUS AGENTS";11;0,623973827301027;17,67;3,6;14,56;25,94
"ALECENSA";"CONSTIPATION";29;3,648710590515;7,99;3,6;6,86;10,27
"HUMIRA";"JOINT STIFFNESS";122;25,73051;5,48;3,6;4,2;4,93
"INFLIXIMAB";"WEIGHT DECREASED";79;14,86813;5,36;3,6;4,47;5,75
"LONSURF";"DEHYDRATION";17;1,507544;11,34;3,6;9,76;15,71
"METHOTREXATE TRADE NAME UNKNOWN";"ORAL HERPES";16;1,347355;12,13;3,6;10,25;16,68
"RIVAROXABAN";"CEREBROVASCULAR ACCIDENT";34;4,635031;7,41;3,6;6,26;9,26
"SALBUTAMOL";"BREATH SOUNDS ABNORMAL";6;0,1030355;60,33;3,6;36,69;81,56
"XIIDRA";"VISUAL IMPAIRMENT";27;3,267214;8,32;3,6;7,16;10,79
"HUMIRA";"ABDOMINAL HERNIA";33;4,439911;9,69;3,59;6,35;9,42
"REAMPLA";"NEOPLASM PROGRESSION";6;0,1030507;58,52;3,59;36,69;81,55
"SUTENT";"DEATH";93;18,38762;5,08;3,59;4,34;5,33
"AIMOVIG";"INJECTION SITE HAEMORRHAGE";72;13,2317852309337;5,57;3,58;4,53;5,97
"DUPIXENT";"EYE SWELLING";60;10,34368;6,15;3,58;4,79;6,62
"REMODULIN";"DYSPNOEA";130;27,90719;4,69;3,58;4,16;4,84
"SERTRALINE";"DEPRESSED LEVEL OF CONSCIOUSNESS";21;2,182514;9,82;3,58;8,36;13,01
"UPTRAVI";"DECREASED APPETITE";60;10,35531;5,84;3,58;4,78;6,61
"BYDUREON BCISE";"BLOOD GLUCOSE INCREASED";43;6,54475;6,64;3,57;5,46;7,97
"DABRAFENIB";"PYREXIA";18;1,674179;10,77;3,57;9,31;14,86
"LYRICA";"WEIGHT INCREASED";164;36,79102;4,57;3,57;4,08;4,65
"ORENCIA";"THERAPEUTIC PRODUCT EFFECT DECREASED";75;13,99817;5,47;3,57;4,48;5,82
"ORKAMBI";"INFLUENZA";36;5,05999;7,15;3,57;6,02;8,89
"RECLAST";"DEATH";27;3,282171;8,24;3,57;7,09;10,73
"ZYRTEC";"SOMNOLENCE";20;2,012743;9,98;3,57;8,62;13,53
"DEFITELIO";"OFF LABEL USE";32;4,258668;7,52;3,56;6,4;9,56
"DUODOPA";"NIGHTMARE";18;1,675157;11,01;3,56;9,3;14,85
"JARDIANCE";"WEIGHT DECREASED";96;19,32044;5,02;3,56;4,27;5,19
"KISQALI";"BREAST CANCER";14;1,044503;13,6;3,56;11,42;19,16
"OXBRYTA";"NAUSEA";52;8,55829;6,09;3,56;4,99;7,11
"TERIFLUNOMIDE";"PAIN IN EXTREMITY";37;5,276884;7,04;3,56;5,9;8,72
"VOLTAREN";"DRUG INEFFECTIVE FOR UNAPPROVED INDICATION";10;0,4989171;20,2;3,56;16,22;29,76
"AIMOVIG";"THERAPEUTIC PRODUCT EFFECT DECREASED";80;15,3439011832893;5,33;3,55;4,38;5,56
"DUOPA";"STOMA SITE INFECTION";5;0,04217654;130,3;3,55;55,81;135,51
"GABAPENTIN";"DISORIENTATION";20;2,014529;10,19;3,55;8,6;13,52
"INFLIXIMAB";"NASOPHARYNGITIS";80;15,30344;5,27;3,55;4,39;5,59
"OCREVUS";"GAIT DISTURBANCE";79;15,10056;5,3;3,55;4,38;5,59
"OPSUMIT";"MALAISE";325;80,11106;4,13;3,54;3,89;4,26
"REXULTI";"PRODUCT USE IN UNAPPROVED INDICATION";61;10,71731;5,72;3,54;4,66;6,41
"VELETRI";"CONDITION AGGRAVATED";49;7,916459;6,22;3,54;5,07;7,3
"ACTEMRA";"GAIT INABILITY";33;4,47765392862031;7,54;3,53;6,22;9,32
"TRELEGY ELLIPTA";"DEATH";152;34,12712;4,48;3,53;4,05;4,63
"CETIRIZINE";"WITHDRAWAL SYNDROME";8;0,2759169;29,19;3,52;21,92;43,38
"COSENTYX";"LOWER RESPIRATORY TRACT INFECTION";159;36,02066;4,69;3,52;4,03;4,6
"QUETIAPINE";"DRUG INTERACTION";51;8,389493;6,15;3,52;4,96;7,11
"REBIF";"MULTIPLE SCLEROSIS RELAPSE";18;1,680886;10,81;3,52;9,23;14,8
"REMICADE";"SKIN CANCER";16;1,354822;12,2;3,52;10,14;16,58
"AUBAGIO";"DEPRESSION";60;10,55928;5,74;3,51;4,62;6,39
"DEXTROAMPHET SACCHARAT AMPHET ASPARTATE DEXTROAMPHET SULFATE AND AMPHET SULFAT";"DRUG INEFFECTIVE";140;31,1854;4,5;3,51;4,05;4,66
