"var1";"var2";"N";"E";"PRR";"QUANT_05";"ebgm";"QUANT_95"
"FLUOXETINE HYDROCHLORIDE";"DEPRESSION";33;5,57647104827532;5,95;2,72;3,63;4,79
"LEVOTHYROXINE SODIUM";"DIZZINESS";59;13,9937000073862;4,23;2,72;3,37;4,15
"NINTEDANIB";"ASTHENIA";56;12,9858597751989;4,34;2,72;3,4;4,2
"OLANZAPINE";"WEIGHT INCREASED";39;7,48571639605664;5,24;2,72;3,55;4,56
"PACLITAXEL";"GENERAL PHYSICAL HEALTH DETERIORATION";33;5,58163921462989;5,98;2,72;3,63;4,79
"RANITIDINE HYDROCHLORIDE";"NEOPLASM MALIGNANT";19;1,69698338974361;11,36;2,72;6,15;14,32
"USTEKINUMAB";"EAR INFECTION";42;8,44030865618985;5,18;2,72;3,51;4,48
"VENETOCLAX";"PANCYTOPENIA";29;4,32743885748548;6,85;2,72;3,72;5,06
"CANNABIDIOL";"AGGRESSION";19;1,703518002772;11,37;2,71;6,05;14,22
"CORTICOTROPIN";"GAIT DISTURBANCE";19;1,70119352273863;11,21;2,71;6,09;14,26
"DOFETILIDE";"ATRIAL FIBRILLATION";13;0,721935705316759;18,11;2,71;12,52;25,44
"EPOPROSTENOL";"SYNCOPE";22;2,3445596305163;9,46;2,71;4,59;10,77
"ETHINYL ESTRADIOLNORELGESTROMIN";"WRONG TECHNIQUE IN PRODUCT USAGE PROCESS";12;0,591869099187953;20,31;2,71;14,34;28,95
"FLUTICASONE PROPIONATESALMETEROL XINAFOATE";"CHRONIC OBSTRUCTIVE PULMONARY DISEASE";22;2,3495366246812;9,51;2,71;4,56;10,71
"MACITENTAN";"ABDOMINAL DISCOMFORT";88;23,7695375805421;3,76;2,71;3,23;3,83
"MACITENTAN";"PERICARDIAL EFFUSION";24;2,86493033077134;8,73;2,71;4,07;8,33
"NILOTINIB";"MYOCARDIAL INFARCTION";25;3,14893617021277;8,02;2,71;3,93;6,95
"NIRAPARIB";"ABDOMINAL PAIN UPPER";39;7,51345808766983;5,22;2,71;3,54;4,56
"ONABOTULINUMTOXINA";"DYSPHAGIA";71;18,0143987417394;4,05;2,71;3,3;3,99
"PREGABALIN";"PANIC REACTION";19;1,69848452591469;12,3;2,71;6,12;14,3
"SECUKINUMAB";"INCORRECT DOSE ADMINISTERED";293;94,4819277108434;3,22;2,71;2,99;3,29
"SELEXIPAG";"ABDOMINAL PAIN UPPER";43;8,78692556015624;4,93;2,71;3,5;4,45
"ABALOPARATIDE";"PRODUCT DOSE OMISSION";101;28,3259703074831;3,58;2,7;3,18;3,73
"ADALIMUMAB";"JOINT DISLOCATION";46;9,84698838628948;5,42;2,7;3,45;4,35
"APIXABAN";"CEREBRAL INFARCTION";29;4,39019764597517;6,99;2,7;3,69;4,99
"CARBIDOPALEVODOPA";"STRESS";53;12,1714227990215;4,44;2,7;3,38;4,2
"DIMETHYL FUMARATE";"BALANCE DISORDER";52;11,7800563957959;4,5;2,7;3,4;4,24
"ESOMEPRAZOLE MAGNESIUM";"RENAL IMPAIRMENT";52;11,823930413323;4,49;2,7;3,39;4,23
"ETANERCEPT";"PSORIATIC ARTHROPATHY";59;14,1461250700603;4,32;2,7;3,34;4,11
"IBRUTINIB";"TRANSFUSION";20;1,90699690214156;11,11;2,7;5,42;12,98
"INFLIXIMABDYYB";"NAUSEA";147;43,9488353703309;3,36;2,7;3,1;3,54
"LENALIDOMIDE";"BLOOD TEST ABNORMAL";35;6,28636073323224;6;2,7;3,57;4,66
"MACITENTAN";"NAUSEA";301;97,9596409438692;3,11;2,7;2,97;3,26
"MACITENTAN";"RESPIRATION ABNORMAL";16;1,17026055900486;14,71;2,7;8,56;18,53
"METHOTREXATE";"LOSS OF PERSONAL INDEPENDENCE IN DAILY ACTIVITIES";53;12,1407201108799;4,45;2,7;3,39;4,21
"OBINUTUZUMAB";"TUMOUR LYSIS SYNDROME";8;0,17807037743473;46,28;2,7;30,02;63,97
"OCRELIZUMAB";"BRONCHITIS";46;9,86167388631337;4,72;2,7;3,44;4,34
"PONATINIB";"BLOOD PRESSURE INCREASED";24;2,87476266407136;8,39;2,7;4,05;8,23
"RISPERIDONE";"POLYDIPSIA";11;0,472447308165225;25,41;2,7;16,55;33,53
"RITUXIMAB";"PREGNANCY";23;2,62400123392959;9,27;2,7;4,2;9,27
"SELEXIPAG";"NASAL CONGESTION";25;3,16581146077277;8;2,7;3,91;6,72
"SELINEXOR";"CONSTIPATION";29;4,37853831481715;6,65;2,7;3,7;5
"TACROLIMUS";"URINARY TRACT INFECTION";63;15,4795467481176;4,11;2,7;3,32;4,05
"ADALIMUMAB";"HIP ARTHROPLASTY";49;10,864389400371;5,2;2,69;3,41;4,28
"LEFLUNOMIDE";"THERAPEUTIC PRODUCT EFFECT INCOMPLETE";29;4,40558483483157;6,62;2,69;3,68;4,98
"LETROZOLE";"DISEASE PROGRESSION";22;2,37098266850308;9,38;2,69;4,46;10,47
"MACITENTAN";"FATIGUE";327;107,553569488919;3,08;2,69;2,95;3,23
"TELOTRISTAT ETHYL";"DIARRHOEA";56;13,2015128671918;4,25;2,69;3,35;4,14
"TOFACITINIB CITRATE";"RHINORRHOEA";115;33,1583427109085;3,62;2,69;3,14;3,65
"ABATACEPT";"WOUND";30;4,74524133316533;6,58;2,68;3,64;4,88
"ACETAMINOPHEN";"COMA";30;4,7742908163487;6,45;2,68;3,63;4,86
"ADALIMUMAB";"FEAR";66;16,6054379798313;4,48;2,68;3,29;4
"ALIROCUMAB";"INJECTION SITE ERYTHEMA";24;2,9228707111171;8,31;2,68;3,96;7,67
"ATENOLOL";"HYPOTENSION";22;2,38615478864611;9,26;2,68;4,4;10,3
"BUPROPION HYDROCHLORIDE";"DEPRESSION";25;3,22309794533344;7,79;2,68;3,84;5,99
"CARBIDOPALEVODOPA";"CONSTIPATION";109;31,154984163122;3,55;2,68;3,15;3,67
"CRISABOROLE";"DRUG INEFFECTIVE";88;24,0310003084824;3,67;2,68;3,2;3,79
"DROXIDOPA";"PRODUCT DOSE OMISSION";79;20,9654412818964;3,78;2,68;3,23;3,87
"DULAGLUTIDE";"DECREASED APPETITE";88;24,0292927932429;3,7;2,68;3,2;3,79
"IBUPROFEN";"POOR QUALITY PRODUCT ADMINISTERED";19;1,71935053593385;11,56;2,68;5,84;13,99
"INFLIXIMAB";"ABSCESS";22;2,38210106926082;9,72;2,68;4,42;10,34
"ISTRADEFYLLINE";"CONSTIPATION";28;4,14277086709622;6,79;2,68;3,68;5,02
"LEVOTHYROXINE SODIUM";"FATIGUE";91;25,0577383460999;3,64;2,68;3,19;3,77
"MACITENTAN";"CARDIAC OPERATION";16;1,1757806559813;14,63;2,68;8,4;18,41
"METHOTREXATE";"ORAL HERPES";28;4,11708427652188;7,04;2,68;3,7;5,05
"NIRAPARIB";"MUSCLE SPASMS";34;6,05229428351705;5,66;2,68;3,56;4,66
"OCTREOTIDE ACETATE";"INJECTION SITE ERYTHEMA";26;3,50513123536338;7,51;2,68;3,79;5,43
"PROPRANOLOL HYDROCHLORIDE";"OFF LABEL USE";44;9,27461450562437;4,75;2,68;3,44;4,36
"RISPERIDONE";"TARDIVE DYSKINESIA";15;1,01613667073632;15,57;2,68;9,51;20,28
"TOCILIZUMAB";"NASOPHARYNGITIS";116;33,6013169156974;3,49;2,68;3,13;3,63
"TREPROSTINIL";"DIARRHOEA";203;64,1112144213348;3,19;2,68;3,01;3,37
"VORICONAZOLE";"MULTIPLE ORGAN DYSFUNCTION SYNDROME";12;0,594339130774812;20,45;2,68;14,16;28,81
"ABATACEPT";"KIDNEY INFECTION";29;4,49315038734093;6,73;2,67;3,64;4,9
"ADALIMUMAB";"JOINT EFFUSION";36;6,72211384303894;6,41;2,67;3,52;4,57
"APALUTAMIDE";"RASH";55;13,0023092731546;4,25;2,67;3,33;4,13
"BELIMUMAB";"INAPPROPRIATE SCHEDULE OF PRODUCT ADMINISTRATION";56;13,3364043986983;4,22;2,67;3,33;4,11
"CARBIDOPALEVODOPA";"EMOTIONAL DISORDER";29;4,47310337636156;6,71;2,67;3,65;4,92
"CLOZAPINE";"HAEMATOCRIT DECREASED";24;2,94055413866066;8,46;2,67;3,93;7,45
"DALFAMPRIDINE";"MOTOR DYSFUNCTION";18;1,52951655160128;12,69;2,67;6,51;15,27
"DIMETHYL FUMARATE";"DYSPEPSIA";51;11,6451496574107;4,46;2,67;3,37;4,2
"DONEPEZIL";"CONFUSIONAL STATE";17;1,35008407231523;12,65;2,67;7,32;16,69
"DROXIDOPA";"HYPOTENSION";37;7,05692586429381;5,28;2,67;3,5;4,54
"FLUTICASONE FUROATEUMECLIDINIUM BROMIDEVILANTEROL TRIFENATATE";"HOSPITALISATION";40;8,02371621357409;5,03;2,67;3,47;4,45
"GLATIRAMER ACETATE";"PALPITATIONS";39;7,72283073875017;5,11;2,67;3,47;4,47
"GOLIMUMAB";"URINARY TRACT INFECTION";71;18,4032386306857;3,9;2,67;3,24;3,92
"IPRATROPIUM BROMIDE";"CHEST DISCOMFORT";12;0,596031439135554;20,23;2,67;14,03;28,72
"LANSOPRAZOLE";"KIDNEY INFECTION";17;1,35070972675411;12,92;2,67;7,3;16,68
"LEFLUNOMIDE";"HYPERSENSITIVITY";34;6,09751085119417;5,61;2,67;3,54;4,64
"LEVETIRACETAM";"SOMNOLENCE";61;14,9904370456945;4,11;2,67;3,3;4,05
"OBINUTUZUMAB";"NEUTROPHIL COUNT DECREASED";13;0,726953975295339;18,09;2,67;12,23;25,23
"PALBOCICLIB";"LEUKOPENIA";47;10,3050499871828;4,69;2,67;3,4;4,29
"PALIPERIDONE PALMITATE";"OFF LABEL USE";95;26,593537511025;3,58;2,67;3,16;3,73
"PREDNISOLONE";"PRODUCT USE IN UNAPPROVED INDICATION";65;16,3503599685435;4;2,67;3,28;3,99
"SIMVASTATIN";"MUSCLE SPASMS";25;3,2398580980974;7,76;2,67;3,82;5,83
"TERIFLUNOMIDE";"MUSCULOSKELETAL DISORDER";18;1,53155861817265;12,14;2,67;6,48;15,24
"TOBRAMYCIN";"OFF LABEL USE";77;20,4420074817843;3,78;2,67;3,22;3,86
"TRASTUZUMAB";"HYPOKALAEMIA";21;2,1632328086236;9,88;2,67;4,66;11,31
"AMOXICILLIN";"ANAPHYLACTIC REACTION";18;1,5366225087874;11,88;2,66;6,39;15,15
"ATORVASTATIN";"MUSCULAR WEAKNESS";28;4,18304737159963;6,76;2,66;3,66;4,98
"BEVACIZUMAB";"THROMBOCYTOPENIA";26;3,56595875025526;7,36;2,66;3,74;5,27
"BUDESONIDEFORMOTEROL FUMARATE DIHYDRATE";"CHRONIC OBSTRUCTIVE PULMONARY DISEASE";17;1,35434199835766;12,71;2,66;7,22;16,61
"GABAPENTIN";"CARDIORESPIRATORY ARREST";26;3,56664740462028;7,46;2,66;3,74;5,26
"MEPOLIZUMAB";"PRODUCT DOSE OMISSION";124;36,6819807176778;3,4;2,66;3,09;3,57
"MESALAMINE";"CROHNS DISEASE";17;1,35466786004458;12,66;2,66;7,21;16,6
"RITUXIMAB";"LEUKOPENIA";44;9,37643107590839;4,82;2,66;3,42;4,33
"TACROLIMUS";"LEUKOPENIA";29;4,50045403395044;6,56;2,66;3,63;4,9
"ABATACEPT";"THERAPEUTIC PRODUCT EFFECT DECREASED";81;21,976398924222;3,76;2,65;3,18;3,8
"ADALIMUMAB";"INJECTION SITE PRURITUS";128;38,2978810300705;3,67;2,65;3,07;3,54
"ALIROCUMAB";"MUSCLE SPASMS";35;6,47971619619481;5,44;2,65;3,51;4,57
"BUPRENORPHINE";"INJECTION SITE PAIN";49;11,0618528930001;4,46;2,65;3,37;4,22
"CELECOXIB";"INTENTIONAL PRODUCT MISUSE";24;2,99331331818439;8,09;2,65;3,86;6,71
"DROXIDOPA";"HYPERTENSION";38;7,43589214412645;5,14;2,65;3,47;4,48
"ENZALUTAMIDE";"CEREBROVASCULAR ACCIDENT";28;4,20537541438745;6,71;2,65;3,65;4,95
"IMATINIB MESYLATE";"WHITE BLOOD CELL COUNT INCREASED";21;2,18290182004614;9,85;2,65;4,55;11,06
"INFLIXIMABDYYB";"HYPERHIDROSIS";35;6,46131587294001;5,48;2,65;3,51;4,58
"IOPROMIDE";"HYPERHIDROSIS";14;0,872844424941019;16,12;2,65;10,49;22,31
"NICOTINE";"PRODUCT USE ISSUE";37;7,11127524884971;5,24;2,65;3,49;4,51
"NIVOLUMAB";"HEPATITIS";29;4,52235845654526;6,7;2,65;3,62;4,88
"PALBOCICLIB";"BONE PAIN";49;11,0894642399385;4,54;2,65;3,36;4,21
"RIBOCICLIB";"HAEMOGLOBIN DECREASED";25;3,27317202455694;7,71;2,65;3,79;5,61
"SELEXIPAG";"BLOOD PRESSURE DECREASED";23;2,69273849816866;8,66;2,65;4,03;8,49
"SELEXIPAG";"WEIGHT DECREASED";56;13,4546987082843;4,19;2,65;3,31;4,08
"SILDENAFIL CITRATE";"OFF LABEL USE";133;40,0322646518276;3,34;2,65;3,06;3,52
"TISAGENLECLEUCEL";"TACHYCARDIA";21;2,18469623173545;9,7;2,65;4,54;11,05
"VENLAFAXINE HYDROCHLORIDE";"TREMOR";43;9,11721896601914;4,76;2,65;3,41;4,33
"ABIRATERONE ACETATE";"DEATH";193;61,3927198154319;3,17;2,64;2,98;3,35
"ADALIMUMAB";"SPINAL OPERATION";46;10,1376743903128;5,24;2,64;3,37;4,26
"AMOXICILLIN";"RASH";61;15,1736690722501;4,04;2,64;3,27;4,01
"BUPROPION HYDROCHLORIDE";"ANXIETY";30;4,87707410963725;6,17;2,64;3,58;4,79
"CARBIDOPALEVODOPA";"AGITATION";38;7,48732398037878;5,2;2,64;3,46;4,46
"DASATINIB";"THERAPY CESSATION";33;5,86446760717591;5,67;2,64;3,52;4,63
"DENOSUMAB";"ACCIDENTAL EXPOSURE TO PRODUCT";45;9,79456810292016;4,67;2,64;3,39;4,28
"DUPILUMAB";"SKIN HAEMORRHAGE";29;4,58352052276904;6,78;2,64;3,59;4,83
"ENZALUTAMIDE";"DIZZINESS";64;16,1920346369249;3,97;2,64;3,25;3,97
"FILGRASTIM";"INFECTION";21;2,19053132834258;9,63;2,64;4,51;10,97
"FULVESTRANT";"GENERAL PHYSICAL HEALTH DETERIORATION";20;1,95956708188687;10,28;2,64;4,94;12,27
"INFLIXIMAB";"ADRENAL INSUFFICIENCY";21;2,19562346030353;10,09;2,64;4,48;10,91
"INFLIXIMAB";"SYSTEMIC LUPUS ERYTHEMATOSUS";28;4,24086175209312;6,83;2,64;3,63;4,92
"INFLIXIMABDYYB";"DIZZINESS";95;26,9473277169261;3,55;2,64;3,12;3,69
"LENVATINIB";"ASTHENIA";69;17,9473537858611;3,87;2,64;3,22;3,9
"LETROZOLE";"HOT FLUSH";21;2,19720714810196;9,67;2,64;4,48;10,89
"MACITENTAN";"RENAL DISORDER";34;6,18802871058703;5,64;2,64;3,51;4,59
"MACITENTAN";"UPPER RESPIRATORY TRACT INFECTION";43;9,15232078693425;4,8;2,64;3,4;4,32
"METHOTREXATE";"LEUKOPENIA";39;7,83649563997063;5,1;2,64;3,44;4,42
"OCRELIZUMAB";"FATIGUE";204;65,3109632905948;3,15;2,64;2,97;3,32
"PERAMPANEL";"AGGRESSION";7;0,106847874730078;66;2,64;39,82;88,75
"PITOLISANT HYDROCHLORIDE";"HEADACHE";34;6,17187900538324;5,52;2,64;3,51;4,6
"PREGABALIN";"SLEEP DISORDER";64;16,2016062808754;4,06;2,64;3,25;3,97
"QUETIAPINE FUMARATE";"TOXICITY TO VARIOUS AGENTS";27;3,91941223241324;6,92;2,64;3,66;5,03
"RAMIPRIL";"HYPERTENSION";35;6,52646648621171;5,39;2,64;3,49;4,55
"RITUXIMAB";"PNEUMOCYSTIS JIROVECII PNEUMONIA";21;2,19016636325323;10,21;2,64;4,51;10,97
"SOMATROPIN";"DEVICE MALFUNCTION";25;3,30620136514323;7,71;2,64;3,76;5,46
"TRAMADOL";"DEPRESSED LEVEL OF CONSCIOUSNESS";14;0,874612767695376;16,24;2,64;10,41;22,25
"AMIFAMPRIDINE";"THERAPEUTIC PRODUCT EFFECT INCOMPLETE";15;1,02965775833228;14,62;2,63;9,02;19,93
"ATEZOLIZUMAB";"DISEASE PROGRESSION";25;3,32954826880548;7,6;2,63;3,74;5,38
"DENOSUMAB";"METASTASES TO BONE";18;1,55237900755565;12,15;2,63;6,13;14,88
"IBUPROFEN";"GASTRIC ULCER";19;1,75005322407553;11,35;2,63;5,46;13,53
"NIVOLUMAB";"VITILIGO";10;0,365836226260976;34,45;2,63;19,1;39,55
"RUXOLITINIB";"HAEMOGLOBIN INCREASED";12;0,599759296833928;22,2;2,63;13,76;28,52
"ADALIMUMAB";"IMPAIRED HEALING";85;23,6182378268936;3,99;2,62;3,14;3,73
"AMLODIPINE BESYLATE";"INTENTIONAL OVERDOSE";42;8,92380919277543;4,77;2,62;3,38;4,31
"AXICABTAGENE CILOLEUCEL";"HYPOTENSION";23;2,76184724473082;8,36;2,62;3,89;7,61
"BECLOMETHASONE DIPROPIONATE";"DEVICE MALFUNCTION";9;0,26642451522643;34,04;2,62;23,24;48,84
"CEFDINIR";"DRUG HYPERSENSITIVITY";14;0,878071246399228;15,98;2,62;10,26;22,14
"DULAGLUTIDE";"PRODUCT ADMINISTERED AT INAPPROPRIATE SITE";18;1,55915258582111;12,08;2,62;6,02;14,77
"ETANERCEPT";"RED BLOOD CELL SEDIMENTATION RATE INCREASED";28;4,30016206187896;6,93;2,62;3,6;4,87
"EXENATIDE";"WRONG TECHNIQUE IN PRODUCT USAGE PROCESS";66;17,0162366016536;3,91;2,62;3,22;3,92
"FENTANYL";"COMPLETED SUICIDE";39;7,88887899234877;4,99;2,62;3,42;4,41
"FINGOLIMOD HYDROCHLORIDE";"FALL";208;67,4114242762612;3,14;2,62;2,94;3,29
"FINGOLIMOD HYDROCHLORIDE";"NASOPHARYNGITIS";189;60,4121237926825;3,18;2,62;2,96;3,33
"FLUTICASONE FUROATEUMECLIDINIUM BROMIDEVILANTEROL TRIFENATATE";"DYSPNOEA";98;28,1199409973106;3,5;2,62;3,1;3,65
"GILTERITINIB";"PYREXIA";27;3,99903979422921;6,77;2,62;3,62;4,94
"INFLIXIMABDYYB";"CREACTIVE PROTEIN INCREASED";24;3,05110814697666;8;2,62;3,79;5,9
"LIFITEGRAST";"EYE DISORDER";14;0,876635282565531;16,21;2,62;10,32;22,19
"MACITENTAN";"BLOOD PRESSURE DECREASED";40;8,26358517372773;4,95;2,62;3,4;4,36
"MACITENTAN";"VOMITING";179;56,9508405059111;3,18;2,62;2,96;3,35
"METOPROLOL SUCCINATE";"PALPITATIONS";21;2,21556619554308;9,55;2,62;4,39;10,65
"OCTREOTIDE ACETATE";"ARRHYTHMIA";20;1,98064598820815;10,28;2,62;4,78;11,98
"PREGABALIN";"STRESS";68;17,7680842374185;3,93;2,62;3,2;3,88
"REGORAFENIB";"FATIGUE";49;11,259051351457;4,36;2,62;3,32;4,16
"RITUXIMAB";"INFECTION";102;29,5217632158638;3,52;2,62;3,09;3,63
"RITUXIMAB";"THROMBOCYTOPENIA";69;18,0881151725546;3,89;2,62;3,2;3,88
"SECNIDAZOLE";"VOMITING";15;1,03098727401492;14,57;2,62;8,98;19,89
"SOFOSBUVIRVELPATASVIR";"HEPATITIS C";12;0,600476192545154;21,13;2,62;13,71;28,47
"VENLAFAXINE HYDROCHLORIDE";"POISONING DELIBERATE";13;0,733992587732828;18,47;2,62;11,83;24,94
"ABATACEPT";"PAIN";337;114,738452548021;2,98;2,61;2,85;3,12
"ADALIMUMAB";"ABSCESS";58;14,3889571991536;4,55;2,61;3,25;4
"ALBUTEROL SULFATE";"CHRONIC OBSTRUCTIVE PULMONARY DISEASE";26;3,70387862303886;7,15;2,61;3,64;5,03
"AMANTADINE";"FALL";23;2,78081456732085;8,29;2,61;3,86;7,34
"AMLODIPINE BESYLATE";"SUICIDE ATTEMPT";26;3,68442250791844;7,22;2,61;3,65;5,06
"ARIPIPRAZOLE";"TREATMENT NONCOMPLIANCE";18;1,56564375062457;11,68;2,61;5,92;14,66
"ASPIRIN";"HAEMORRHAGE";21;2,22697135458531;9,51;2,61;4,34;10,51
"CABOZANTINIB SMALATE";"TONGUE DISCOMFORT";14;0,879583244626541;17,24;2,61;10,19;22,09
"CARBIDOPALEVODOPA";"MOTOR DYSFUNCTION";17;1,37448459543185;13,28;2,61;6,78;16,22
"CERTOLIZUMAB PEGOL";"INFECTION";94;26,9096233473381;3,55;2,61;3,1;3,65
"CERTOLIZUMAB PEGOL";"INJECTION SITE BRUISING";43;9,31854935066628;4,72;2,61;3,36;4,27
"EMTRICITABINETENOFOVIR DISOPROXIL FUMARATE";"ACUTE KIDNEY INJURY";45;10,0026546865428;4,53;2,61;3,33;4,22
"ENTECAVIR";"VIRAL LOAD INCREASED";5;0,0102472638480355;538,66;2,61;99,72;255,96
"ETANERCEPT";"MUSCULOSKELETAL STIFFNESS";100;28,9854752584083;3,55;2,61;3,08;3,62
"EVOLOCUMAB";"INCORRECT DISPOSAL OF PRODUCT";10;0,366633501188309;32,14;2,61;18,99;39,46
"FENTANYL";"URINARY RETENTION";19;1,76495379281279;11,02;2,61;5,29;13,3
"FINGOLIMOD HYDROCHLORIDE";"CONCOMITANT DISEASE AGGRAVATED";22;2,49526631589466;9,4;2,61;4,04;9
"GABAPENTIN";"OFF LABEL USE";234;77,2253615978519;3,05;2,61;2,9;3,23
"IXAZOMIB CITRATE";"OFF LABEL USE";81;22,3347859523199;3,64;2,61;3,14;3,75
"NIRAPARIB";"DISEASE PROGRESSION";23;2,77005895924122;8,4;2,61;3,88;7,5
"OCRELIZUMAB";"BALANCE DISORDER";37;7,31748269674442;5,13;2,61;3,42;4,43
"OCRELIZUMAB";"BLYMPHOCYTE COUNT DECREASED";7;0,107264977689337;83,25;2,61;39,53;88,45
"OCRELIZUMAB";"SEPSIS";44;9,64379190038191;4,62;2,61;3,35;4,25
"OXYCODONE HYDROCHLORIDE";"CARDIAC ARREST";25;3,37035484165294;7,51;2,61;3,7;5,26
"TACROLIMUS";"EYE INFECTION FUNGAL";6;0,0503782167979527;197,83;2,61;58,26;137,75
"TACROLIMUS";"MULTIPLE ORGAN DYSFUNCTION SYNDROME";24;3,07307122467512;7,99;2,61;3,76;5,71
"TACROLIMUS";"TOXICITY TO VARIOUS AGENTS";60;15,0731624659475;4,02;2,61;3,23;3,97
"TOCILIZUMAB";"SCIATICA";19;1,7632071741709;11,26;2,61;5,31;13,33
"VENLAFAXINE HYDROCHLORIDE";"RESPIRATORY ARREST";18;1,56617816379112;11,8;2,61;5,91;14,65
"ADALIMUMAB";"PRECANCEROUS CELLS PRESENT";20;1,99846627766023;15,15;2,6;4,66;11,74
"APIXABAN";"PULMONARY EMBOLISM";65;16,883109068079;3,96;2,6;3,19;3,89
"CARBIDOPALEVODOPA";"APHASIA";29;4,6901272598508;6,38;2,6;3,55;4,75
"ESTRADIOL";"WRONG TECHNIQUE IN PRODUCT USAGE PROCESS";48;11,0302877575937;4,38;2,6;3,31;4,15
"INFLIXIMABDYYB";"PAIN";126;38,324592998753;3,31;2,6;3,02;3,48
"LIRAGLUTIDE";"NAUSEA";123;37,2408552348594;3,32;2,6;3,02;3,49
"METHOTREXATE";"MOUTH ULCERATION";24;3,09950946954062;8,06;2,6;3,74;5,54
"ABATACEPT";"BONE DISORDER";22;2,53573833741023;9,2;2,59;3,95;8,47
"ABATACEPT";"SWELLING";67;17,5944651306271;3,89;2,59;3,18;3,86
"ATORVASTATIN";"ACUTE KIDNEY INJURY";43;9,41719420053094;4,59;2,59;3,33;4,23
"CARBIDOPALEVODOPA";"FEELING ABNORMAL";114;34,2355176204276;3,38;2,59;3,03;3,52
"CARBOPLATIN";"LEUKOPENIA";22;2,52968599967848;8,83;2,59;3,96;8,55
"DULAGLUTIDE";"INJECTION SITE PRURITUS";28;4,39397546913221;6,52;2,59;3,55;4,8
"ETANERCEPT";"LOSS OF PERSONAL INDEPENDENCE IN DAILY ACTIVITIES";81;22,4864897744603;3,71;2,59;3,12;3,73
"LEVOTHYROXINE SODIUM";"ANGINA PECTORIS";13;0,739488788185559;17,96;2,59;11,52;24,71
"LEVOTHYROXINELIOTHYRONINE";"PRODUCT TASTE ABNORMAL";5;0,0102668155492507;495,91;2,59;99,6;255,82
"MACITENTAN";"FEELING ABNORMAL";106;31,3486307291916;3,43;2,59;3,05;3,56
"METFORMIN HYDROCHLORIDE";"HYPOTHERMIA";14;0,884067101438571;17,07;2,59;9,99;21,94
"METHOTREXATE";"DRUG INEFFECTIVE";692;246,913942100895;2,83;2,59;2,76;2,94
"SACUBITRILVALSARTAN";"FLUID RETENTION";46;10,4265312240668;4,52;2,59;3,31;4,17
"SODIUM OXYBATE";"SOMNOLENCE";55;13,4568884988204;4,13;2,59;3,25;4,02
"TIOTROPIUM BROMIDE MONOHYDRATE";"THERAPEUTIC PRODUCT EFFECT INCOMPLETE";26;3,74727905491421;6,98;2,59;3,61;4,98
"TRASTUZUMAB";"CHILLS";30;5,06785526527314;5,98;2,59;3,5;4,67
"VALSARTAN";"HYPERTENSION";37;7,39309564257752;5,03;2,59;3,4;4,4
"VENLAFAXINE HYDROCHLORIDE";"DRUG DEPENDENCE";27;4,07255419079853;6,72;2,59;3,58;4,87
"ALEMTUZUMAB";"COUGH";43;9,44577009806264;4,57;2,58;3,32;4,23
"CARBIDOPALEVODOPA";"DEVICE ISSUE";96;27,8996259107834;3,49;2,58;3,06;3,61
"CARBIDOPALEVODOPA";"NIGHTMARE";27;4,09934002146342;6,82;2,58;3,57;4,85
"CLOZAPINE";"SOPOR";19;1,79325596652749;11,11;2,58;5,01;12,87
"DROSPIRENONEETHINYL ESTRADIOL";"DEEP VEIN THROMBOSIS";9;0,267727961974114;33,9;2,58;22,97;48,6
"DUPILUMAB";"EXTRA DOSE ADMINISTERED";43;9,46354911170104;4,75;2,58;3,32;4,22
"ETANERCEPT";"GAIT INABILITY";55;13,5720480189782;4,19;2,58;3,23;4
"FILGRASTIM";"PYREXIA";28;4,44544423637572;6,32;2,58;3,53;4,76
"FLUOROURACIL";"DIARRHOEA";61;15,608418528061;3,92;2,58;3,2;3,92
"INFLIXIMAB";"OBESITY";21;2,26780834119022;9,75;2,58;4,18;9,99
"LENALIDOMIDE";"RENAL DISORDER";66;17,4000256344527;3,97;2,58;3,16;3,85
"MACITENTAN";"PYREXIA";150;47,2630703122624;3,21;2,58;2,96;3,38
"MELPHALAN";"OPTIC ATROPHY";5;0,0103124361854196;542,45;2,58;99,33;255,47
"METHOTREXATE";"HEPATIC STEATOSIS";23;2,84803983333261;8,43;2,58;3,77;6,22
"METHOTREXATE SODIUM";"ARTHRALGIA";160;50,9925182156683;3,17;2,58;2,94;3,34
"METHYLPREDNISOLONE";"RESPIRATORY FAILURE";18;1,58188904192319;11,5;2,58;5,69;14,38
"METOPROLOL SUCCINATE";"COMPLETED SUICIDE";23;2,84117718620606;8,14;2,58;3,78;6,34
"MONTELUKAST SODIUM";"BLOOD COUNT ABNORMAL";17;1,3857680994443;12,46;2,58;6,55;16,01
"NIRAPARIB";"ARTHRALGIA";62;15,9605229428352;3,9;2,58;3,19;3,91
"NIRAPARIB";"URINARY TRACT INFECTION";36;7,08895155088439;5,11;2,58;3,4;4,42
"PEMBROLIZUMAB";"LUNG DISORDER";27;4,10377174040555;6,69;2,58;3,56;4,85
"PEMBROLIZUMAB";"PRODUCT USE IN UNAPPROVED INDICATION";91;26,2550867009328;3,49;2,58;3,06;3,63
"PERFLUTREN";"PAIN IN EXTREMITY";25;3,45676032655686;7,25;2,58;3,64;5,09
"RITUXIMAB";"DISEASE RECURRENCE";28;4,42231674624933;6,58;2,58;3,54;4,78
